pixel_index,raman_shift_cm-1,corrected_intensity,background_intensity
384,869.0289118440668,58.43758887261015,1665.5624111273899
385,871.6778757104785,80.07306088393307,1666.926939116067
386,874.3258239115801,88.71646233849833,1668.2835376615017
387,876.9727569217794,81.36776019957756,1669.6322398004224
388,879.6186752152197,103.02692157392244,1670.9730784260776
389,882.2635792657408,92.69391371101642,1672.3060862889836
390,884.9074695469199,94.36870400232397,1673.631295997676
391,887.5503465320526,63.051259980542454,1674.9487400194575
392,890.1922106941568,55.74154931885096,1676.258450681149
393,892.8330625059617,82.43953983016104,1677.560460169839
394,895.4729024399284,20.145199466367558,1678.8548005336324
395,898.1117309682461,61.85849631759788,1680.1415036824021
396,900.749548562816,26.579398611463148,1681.4206013885369
397,903.3863556952575,0.0,1682.692125287692
398,906.0221528369252,24.04389312046078,1683.9561068795392
399,908.6569404588943,21.787422471485115,1685.2125775285149
400,911.2907190319511,8.538431535427435,1686.4615684645726
401,913.9234890266222,34.29688921607135,1687.7031107839287
402,916.5552509131456,45.06276455018315,1688.9372354498169
403,919.1860051614904,33.83602670676669,1690.1639732932333
404,921.8157522413394,14.616644986309893,1691.38335501369
405,924.4444926221175,19.404588820037134,1692.5954111799629
406,927.0722267729548,55.19982776915958,1693.8001722308404
407,929.6989551627207,22.002331524124656,1694.9976684758753
408,932.3246782599946,35.81206990386681,1696.1879300961332
409,934.9493965330932,50.62901285505677,1697.3709871449432
410,937.5731104500625,48.453130451353445,1698.5468695486466
411,940.1958204786572,3.2843928926547505,1699.7156071073452
412,942.8175270863684,17.12277050434318,1700.8772294956568
413,945.438230740411,0.0,1702.0317662634566
414,948.0579319077293,15.82075316336568,1703.1792468366343
415,950.6766310549879,31.680299482160535,1704.3197005178395
416,953.2943286485779,62.54684351276774,1705.4531564872323
417,955.9110251546217,22.420356196766534,1706.5796438032335
418,958.5267210389707,38.300808596724664,1707.6991914032753
419,961.1414167671941,0.0,1708.8118281045486
420,963.7551128045948,41.082417395246694,1709.9175826047533
421,966.3678096162001,4.983516517148246,1711.0164834828518
422,968.9795076667727,26.891440800187638,1712.1085591998124
423,971.5902074207959,27.806161900636653,1713.1938380993633
424,974.1999093424683,0.0,1714.272348408741
425,976.8086138957485,0.6558817605589411,1715.344118239441
426,979.4163215442998,0.0,1716.409175587967
427,982.0230327515144,0.0,1717.4675483365788
428,984.6287479805312,35.48073574595537,1718.5192642540446
429,987.2334676941916,0.0,1719.5643509963893
430,989.8371923550923,0.0,1720.6028361076449
431,992.4399224255391,62.36525297940034,1721.6347470205997
432,995.0416583675843,7.339888942450671,1722.6601110575493
433,997.6424006429941,0.0,1723.6789554310433
434,1000.2421497132806,0.0,1724.6913072446378
435,1002.84090603967,0.0,1725.6971934936448
436,1005.4386700831392,26.30335893411916,1726.6966410658808
437,1008.0354423043698,0.0,1727.6896767424173
438,1010.6312231637966,0.0,1728.6763271983298
439,1013.2260131215722,1.3433809965508772,1729.6566190034491
440,1015.8198126375916,0.0,1730.6305786231085
441,1018.4126221714673,0.0,1731.5982324188956
442,1021.0044421825564,0.0,1732.559606649402
443,1023.5952731299427,18.485272529028634,1733.5147274709714
444,1026.1851154724386,0.0,1734.4636209384503
445,1028.773969668597,0.0,1735.4063130059378
446,1031.3618361766923,0.0,1736.3428295275357
447,1033.948715454744,12.726803741902813,1737.2731962580972
448,1036.534607960491,18.80256114602298,1738.197438853977
449,1039.119514151417,4.884417126218068,1739.115582873782
450,1041.7034344847323,0.0,1740.0276537791178
451,1044.2863694173889,0.0,1740.9336769353442
452,1046.8683194060527,0.0,1741.8336776123188
453,1049.4492849071469,15.272319014850154,1742.7276809851498
454,1052.0292663768173,15.384287865053238,1743.6157121349468
455,1054.6082642709443,0.0,1744.4977960495655
456,1057.1862790451405,0.0,1745.373957624366
457,1059.763311154762,0.0,1746.2442216629534
458,1062.339361054892,54.89138712206773,1747.1086128779323
459,1064.9144292003486,5.032844108343397,1747.9671558916566
460,1067.4885160456881,28.180124763021922,1748.819875236978
461,1070.061622045202,28.333204642004603,1749.6667953579954
462,1072.6337476529175,37.49205938919363,1750.5079406108064
463,1075.2048933225924,53.65666473574424,1751.3433352642558
464,1077.7750595077312,42.82699649931624,1752.1730035006838
465,1080.3442466615654,33.00303058332156,1752.9969694166784
466,1082.912455237059,44.184742976175585,1753.8152570238244
467,1085.4796856869277,51.372109750547224,1754.6278902494528
468,1088.0459384636151,44.56510706261088,1755.4348929373891
469,1090.6112140192988,86.76371115129473,1756.2362888487053
470,1093.1755128058958,30.967898337531324,1757.0321016624687
471,1095.7388352750634,36.17764502350883,1757.8223549764912
472,1098.3011818782,31.392927691920022,1758.60707230808
473,1100.8625530664272,74.61372290521422,1759.3862770947858
474,1103.4229492906168,71.84000730484604,1760.159992695154
475,1105.982371001381,30.07175761052622,1760.9282423894738
476,1108.540818649047,52.3089506194724,1761.6910493805276
477,1111.0982926837257,90.5515632056588,1762.4484367943412
478,1113.6547935552142,99.7995723190661,1763.200427680934
479,1116.2103217130848,78.05295498493388,1763.9470450150661
480,1118.76487760664,98.31168830300749,1764.6883116969925
481,1121.318461684913,130.57574944679163,1765.4242505532084
482,1123.8710743966897,159.84511566279798,1766.154884337202
483,1126.422716190474,212.11976426979777,1766.8802357302022
